,text,target,vectorized
1076,"['suggestion', 'would', 'contact', 'microsoft', 'sdk', 'would', 'need', 'call', 'developer', 'services', 'extension', 'pacific', 'time']",comp.sys.ibm.pc.hardware,"[-4.41915959e-01  5.98245800e-01 -1.42531633e-01  2.49294624e-01
  3.19663912e-01  1.32478654e-01 -1.99220613e-01  2.29282245e-01
 -2.48524472e-01  5.16636610e-01 -5.19421101e-01 -3.15518409e-01
 -2.41259098e-01 -5.95247112e-02  5.74909560e-02 -9.58268046e-02
  2.08909914e-01 -2.58386105e-01  1.81995690e-01 -2.34085560e-01
  1.76766530e-01  2.21165791e-01  3.77329700e-02 -6.02078624e-02
  4.57628638e-01  2.88920432e-01 -2.04378858e-01 -7.03770816e-01
 -1.55440643e-01 -7.18956813e-02  9.00505066e-01  2.41397396e-02
  5.56792540e-04 -3.08981627e-01 -3.32385570e-01  1.00830488e-01
 -2.80998766e-01  3.93049419e-02  8.71323943e-02 -5.27822554e-01
  3.99532914e-01 -5.66399246e-02 -7.34192953e-02  1.10391654e-01
 -2.69992083e-01 -2.16032371e-01 -4.31151748e-01  2.72044390e-01
  2.66372621e-01  1.03741832e-01  3.32417220e-01 -2.81560659e-01
 -5.93801923e-02  2.71599919e-01  1.62118688e-01  4.39601809e-01
  1.31524965e-01 -1.80589989e-01 -3.90479237e-01  1.72477260e-01
  1.92250058e-01  3.10712367e-01 -2.60565728e-01  2.38602161e-01
 -5.95614500e-03  1.35060236e-01  1.24074422e-01  3.62148672e-01
 -2.37055887e-02  3.16142917e-01 -2.21962273e-01  7.01881871e-02
  1.91494897e-01  7.71748647e-02  3.53730589e-01  1.87791631e-01
  2.41486311e-01 -2.52946615e-02  1.16956852e-01 -4.49827671e-01
 -2.93068022e-01 -3.74370098e-01 -2.95361280e-01  5.14664173e-01
  5.39207496e-02 -2.62249738e-01 -4.77828197e-02  4.64190871e-01
  2.68947423e-01 -1.74685016e-01  1.26375601e-01  2.31113255e-01
  1.88227728e-01 -3.53652798e-02 -7.81492069e-02  3.73315692e-01
  2.94856150e-02 -1.72010422e-01 -4.97351885e-02  7.53468797e-02]"
1077,"['edited', 'newsgroup', 'line', 'like', 'crosspost', 'much', 'ca', 'compare', 'two', 'recently', 'got', 'hp', 'deskjet', 'pleased', 'output', 'remember', 'used', 'imagens', 'laser', 'postscript', 'printers', 'school', 'looks', 'good', 'careful', 'let', 'dry', 'touching', 'smudge', 'deskjet', 'slow', 'comparison', 'printers', 'mentioned', 'idea', 'bubblejet', 'compares', 'interface', 'printer', 'dandy', 'problems', 'hope', 'helps']",comp.sys.ibm.pc.hardware,"[-3.8902646e-01  5.1463592e-01 -8.3868951e-02  2.4725962e-01
  2.6782125e-01  5.3187504e-02 -1.5928395e-01  3.4314048e-01
 -2.6361924e-01  4.3322188e-01 -4.3842193e-01 -3.6401814e-01
 -2.2163755e-01 -3.8604498e-02  5.3376973e-02 -6.0780033e-02
  1.7487295e-01 -2.5084737e-01  1.8889469e-01 -3.1183344e-01
  2.0254882e-01  1.9542095e-01  6.7874737e-02 -1.2130855e-01
  3.4300140e-01  2.8089821e-01 -2.5095937e-01 -5.7895350e-01
 -1.2195905e-01 -7.4128777e-02  7.7723908e-01  1.3933446e-04
  6.5999433e-02 -2.6679617e-01 -2.2755684e-01  1.2267992e-01
 -2.2742563e-01 -2.0607404e-02 -3.5719946e-03 -5.4934937e-01
  3.2845557e-01 -8.1432939e-02 -1.4655663e-01  1.3324744e-01
 -2.1756966e-01 -2.2434708e-01 -4.0592074e-01  2.2321425e-01
  2.2606513e-01  1.4602178e-01  2.9806888e-01 -2.7831289e-01
 -8.3317854e-02  2.6849756e-01  1.3392651e-01  3.8154399e-01
  1.5351385e-01 -1.7687416e-01 -3.7614334e-01  2.1471427e-01
  1.8332624e-01  2.7671987e-01 -2.4503589e-01  1.7883499e-01
 -8.7805480e-02  1.6620976e-01  9.7408257e-02  3.1835592e-01
 -5.4375406e-02  3.3435929e-01 -1.8967862e-01  1.2944882e-01
  2.1226765e-01  6.1471138e-02  3.5228288e-01  1.8862979e-01
  2.2788146e-01 -3.2377418e-02  3.5042342e-02 -3.9283481e-01
 -2.5943774e-01 -2.7175456e-01 -2.6582807e-01  5.0451159e-01
 -2.4629390e-04 -2.0353490e-01 -5.0515864e-02  4.2553851e-01
  2.5337869e-01 -1.3499300e-01  2.0368852e-01  2.0924392e-01
  2.0383263e-01  1.8958073e-02  1.9180126e-02  3.5844624e-01
  3.8273048e-03 -2.2168532e-01 -4.0143739e-02  9.9220745e-02]"
1078,"['could', 'post', 'description', 'objectbase', 'chosen', 'product']",comp.sys.ibm.pc.hardware,"[-0.471974    0.63300824 -0.12764704  0.27923116  0.33064657  0.09854294
 -0.20292096  0.32934144 -0.2908386   0.53905296 -0.5429987  -0.3879381
 -0.26290336 -0.05721344  0.06296934 -0.08478753  0.22303315 -0.29466885
  0.21191244 -0.31794447  0.22193174  0.24035688  0.05948707 -0.10398549
  0.44571844  0.33030996 -0.26186508 -0.72947675 -0.15228125 -0.07563867
  0.9554545   0.01045441  0.05022267 -0.33084115 -0.31961542  0.13828713
 -0.29035404  0.00744833  0.04118974 -0.6115475   0.41539893 -0.07432879
 -0.12798288  0.1436021  -0.28178534 -0.24248894 -0.4770926   0.27572602
  0.28147143  0.15374824  0.35828924 -0.32223997 -0.0878407   0.31518674
  0.16817792  0.46770316  0.1732113  -0.20554665 -0.4357806   0.22144887
  0.21505864  0.32551497 -0.28844148  0.2333031  -0.06248211  0.17723505
  0.12901618  0.3760694  -0.0528201   0.37450007 -0.23744603  0.11456766
  0.2338566   0.07551119  0.40376192  0.21674018  0.2652244  -0.03043273
  0.0782961  -0.4880592  -0.31743446 -0.36253887 -0.31178498  0.58795595
  0.02818205 -0.25965104 -0.05872725  0.50181264  0.29770064 -0.1772387
  0.19504955  0.25083858  0.22286768 -0.00450225 -0.03881133  0.40928826
  0.01451244 -0.22576956 -0.05477073  0.10297965]"
1079,"['shareware', 'program', 'called', 'remember', 'easy', 'use', 'job', 'problem']",comp.sys.ibm.pc.hardware,"[-0.56000566  0.7543395  -0.15110877  0.31140602  0.3909401   0.15605728
 -0.23656292  0.30410698 -0.3167692   0.6345358  -0.6537365  -0.4010172
 -0.30850017 -0.0740708   0.06994464 -0.12299763  0.2614514  -0.3319338
  0.23631293 -0.31186557  0.22240075  0.2762488   0.04637908 -0.07783792
  0.55682594  0.36401582 -0.26914203 -0.88291025 -0.19178471 -0.0924071
  1.1375622   0.04563466 -0.00892305 -0.38819185 -0.40408716  0.1361541
 -0.34064624  0.04323108  0.1009411  -0.68440706  0.51524174 -0.08216219
 -0.0987342   0.12762567 -0.3275032  -0.2879414  -0.54328835  0.34056515
  0.34762833  0.12478212  0.42648518 -0.35818306 -0.07060882  0.33623633
  0.19174325  0.5558081   0.17311557 -0.23087685 -0.48838422  0.22329925
  0.24417533  0.39760658 -0.33853447  0.2912761  -0.01078224  0.18079689
  0.15195702  0.46043372 -0.0289394   0.393427   -0.28822753  0.09388617
  0.2474866   0.09913951  0.4549712   0.2407785   0.302299   -0.01995861
  0.13916272 -0.5531553  -0.36816496 -0.46334797 -0.37924448  0.6450992
  0.06680863 -0.32731384 -0.05058998  0.59469986  0.34018958 -0.21175674
  0.18108644  0.2933882   0.23392951 -0.03783495 -0.0863986   0.46449834
  0.03927107 -0.23428245 -0.06270106  0.1021037 ]"
1080,"['looking', 'program', 'called', 'vbreader', 'line', 'mail', 'reader', 'windows', 'using', 'qwk', 'mail', 'packets', 'anyone', 'knows', 'good', 'qwk', 'mail', 'readers', 'please', 'let', 'know', 'thanks']",comp.sys.ibm.pc.hardware,"[-6.37380779e-01  8.63924325e-01 -2.26476431e-01  3.38407636e-01
  4.56157684e-01  2.35822976e-01 -2.94151068e-01  2.03754842e-01
 -3.08207721e-01  7.47447968e-01 -7.46742487e-01 -3.76243711e-01
 -3.35931987e-01 -9.17230844e-02  7.60462210e-02 -1.58594444e-01
  3.06664020e-01 -3.53916585e-01  2.40893438e-01 -2.31911182e-01
  2.10325062e-01  3.28283668e-01  2.13773325e-02 -1.29739745e-02
  6.96879685e-01  3.97848964e-01 -2.31462106e-01 -1.04095161e+00
 -2.38646090e-01 -9.76105705e-02  1.29470611e+00  6.47382438e-02
 -5.82567044e-02 -4.42754149e-01 -5.22581816e-01  1.24748789e-01
 -4.03484941e-01  1.08953476e-01  1.88495442e-01 -6.78786755e-01
  6.02371454e-01 -5.59525751e-02 -2.85857059e-02  1.06198601e-01
 -3.95223022e-01 -2.77526379e-01 -5.90319932e-01  4.05990183e-01
  4.01886702e-01  9.54589099e-02  4.70279008e-01 -3.74909550e-01
 -4.86340597e-02  3.55648637e-01  2.42111549e-01  6.34996474e-01
  1.71326801e-01 -2.38532946e-01 -5.13605595e-01  1.85407579e-01
  2.53028035e-01  4.45639670e-01 -3.70154262e-01  3.67714763e-01
  5.94065264e-02  1.55178413e-01  1.82677001e-01  5.19834638e-01
  2.68527976e-04  3.95973802e-01 -3.25799584e-01  3.36975604e-02
  2.46476814e-01  1.12872392e-01  4.66163963e-01  2.53373981e-01
  3.15932900e-01 -1.97095592e-02  2.20081404e-01 -6.48248434e-01
 -4.23665583e-01 -5.78135610e-01 -4.10300553e-01  6.86568677e-01
  1.23548269e-01 -3.95244807e-01 -5.39314784e-02  6.56269014e-01
  3.66844147e-01 -2.63706833e-01  1.09745972e-01  3.25802237e-01
  2.27326393e-01 -8.15524310e-02 -1.90989181e-01  4.88095403e-01
  5.86328655e-02 -1.90061361e-01 -8.38320330e-02  7.94447362e-02]"
1081,"['lot', 'problems', 'keeping', 'hardware', 'interrupts', 'windows', 'dos', 'regardless', 'communication', 'software', 'using', 'try', 'following', 'turn', 'disk', 'write', 'cache', 'disk', 'downloading', 'cache', 'save', 'much', 'grabs', 'control', 'machine', 'takes', 'long', 'write', 'disk', 'loose', 'characters', 'use', 'different', 'uart', 'serial', 'line', 'old', 'uart', 'buffer', 'one', 'character', 'internally', 'new', 'uart', 'buffer', 'plenty', 'situations', 'run', 'find', 'uart', 'machine']",comp.sys.ibm.pc.hardware,"[-0.45789674  0.60971415 -0.11145049  0.2709714   0.31717768  0.10166221
 -0.19298181  0.3082358  -0.280924    0.51287115 -0.5247373  -0.36549926
 -0.25482687 -0.0509735   0.05633726 -0.0927795   0.21146837 -0.28074002
  0.20095901 -0.2980107   0.20558318  0.22852221  0.05668539 -0.09311602
  0.43801638  0.31058922 -0.24795875 -0.7005516  -0.15207382 -0.07813627
  0.92211956  0.02445964  0.02757633 -0.31266212 -0.30593804  0.12326086
 -0.27384996  0.01000158  0.04878951 -0.59454954  0.40720794 -0.07670286
 -0.11376762  0.12624326 -0.26407164 -0.24364689 -0.45496345  0.27171734
  0.27688363  0.12808895  0.34944385 -0.305628   -0.07507078  0.2863528
  0.15364046  0.45242476  0.15639202 -0.19319019 -0.4159769   0.207994
  0.20838493  0.3287604  -0.28038168  0.22503868 -0.04644709  0.16487934
  0.12176865  0.37512493 -0.03918507  0.3489382  -0.22840247  0.10305022
  0.2201393   0.0777852   0.38865384  0.20714507  0.2592899  -0.02437627
  0.08533653 -0.45654353 -0.30058    -0.35350284 -0.3123202   0.55235314
  0.03082868 -0.2592547  -0.04975978  0.49138257  0.28769594 -0.16858187
  0.1831279   0.24278152  0.20767334 -0.0059969  -0.03520881  0.39375696
  0.02458423 -0.21872339 -0.04899731  0.09408965]"
1082,"['first', 'without', 'wanting', 'sound', 'nagging', 'bossy', 'yes', 'trivial', 'answer', 'perfectly', 'fine', 'otherwise', 'one', 'supposed', 'move', 'complicated', 'challenging', 'questions', 'net', 'readers', 'much', 'enjoy', 'massive', 'crossposting', 'article', 'justified', 'please', 'refer', 'appropriate', 'newsgroups', 'next', 'time', 'way', 'ok', 'far', 'problem', 'concerned', 'try', 'playing', 'around', 'settings', 'dialog', 'box', 'window', 'control', 'menu', 'little', 'square', 'top', 'left', 'corner', 'window']",comp.sys.ibm.pc.hardware,"[-0.3965862   0.5288735  -0.09049775  0.2473647   0.27497384  0.05851462
 -0.16535544  0.3360305  -0.26685464  0.44544026 -0.44809508 -0.3623169
 -0.22833337 -0.04174963  0.05292089 -0.06424011  0.18060999 -0.25372607
  0.18737419 -0.30918545  0.20279616  0.19781618  0.06638373 -0.11695359
  0.35753667  0.2828316  -0.24955389 -0.59707534 -0.12730455 -0.07285775
  0.79471415  0.0009711   0.06280521 -0.27039436 -0.23586205  0.12329032
 -0.23424868 -0.01928571  0.00302125 -0.5512901   0.33994082 -0.07981438
 -0.1399918   0.1339492  -0.22557266 -0.22403903 -0.40868783  0.22900721
  0.23163302  0.14496502  0.30390286 -0.2831093  -0.0822266   0.2744266
  0.13750826  0.38790503  0.15298747 -0.1797771  -0.38343954  0.21281445
  0.18889359  0.28233156 -0.2470875   0.18489574 -0.07925916  0.16606839
  0.10052007  0.32174084 -0.05451682  0.3334426  -0.1936677   0.12366623
  0.20957668  0.06218618  0.35522854  0.19223532  0.23280588 -0.03010411
  0.04242144 -0.40269276 -0.26423696 -0.28007033 -0.2723861   0.5093266
  0.0020842  -0.2103756  -0.05157138  0.43642384  0.25733215 -0.14056282
  0.19832857  0.21283002  0.20298003  0.01451764  0.0095819   0.36018103
  0.00619978 -0.21845698 -0.04228763  0.09899928]"
1083,"['found', 'ms', 'defrag', 'looks', 'much', 'like', 'norton', 'speedisk', 'version', 'later', 'norton', 'speedisk', 'backup', 'wondering', 'need', 'install', 'ms', 'backup']",comp.sys.ibm.pc.hardware,"[-0.430772    0.5796364  -0.1094486   0.25857875  0.30306074  0.09699071
 -0.17860042  0.3036408  -0.26944453  0.4907345  -0.49759054 -0.35236254
 -0.24030133 -0.04758926  0.05820202 -0.08395148  0.19678894 -0.26610738
  0.18854746 -0.29036406  0.19529027  0.21614602  0.05942351 -0.09732405
  0.41241673  0.2952118  -0.2397557  -0.663821   -0.14462015 -0.07491327
  0.8708478   0.01690924  0.03448488 -0.30161622 -0.28403336  0.11754951
 -0.25703862  0.00624433  0.04179369 -0.5649806   0.3766309  -0.07388189
 -0.1162496   0.12460522 -0.24800268 -0.23522551 -0.43782938  0.26021343
  0.25698316  0.12456725  0.33013576 -0.28799883 -0.07775609  0.27431664
  0.15204334  0.42468277  0.15032016 -0.1842146  -0.39030558  0.19938421
  0.19231753  0.30814525 -0.26494658  0.21204324 -0.05163236  0.15904728
  0.11525512  0.35550895 -0.04115526  0.33806258 -0.21234608  0.11122975
  0.21039917  0.07230755  0.3690174   0.19335605  0.2460675  -0.02468426
  0.07479016 -0.43303087 -0.2868613  -0.3348076  -0.29461908  0.525659
  0.02764878 -0.24018072 -0.05038224  0.46523064  0.27225593 -0.15953304
  0.1768643   0.23362496  0.20326681 -0.00533242 -0.02075508  0.37863666
  0.02321463 -0.20977865 -0.04364055  0.09087748]"
1084,"['try', 'setting', 'another', 'hpiii', 'printer', 'choosing', 'port', 'connect', 'choose', 'file', 'instead', 'like', 'prompt', 'file', 'name', 'everytime', 'print', 'hpiii', 'file', 'printer', 'good', 'luck']",comp.sys.ibm.pc.hardware,"[-0.50153476  0.67540586 -0.13967994  0.28393966  0.35314587  0.14852996
 -0.21210271  0.269415   -0.287305    0.5708877  -0.57702243 -0.3564745
 -0.2752265  -0.0619521   0.05691049 -0.11093305  0.23155278 -0.2964132
  0.21463266 -0.27982765  0.20172927  0.24728705  0.04632682 -0.07039379
  0.49729222  0.3268764  -0.23754449 -0.78213835 -0.17415695 -0.08267464
  1.0175747   0.04083629 -0.00178342 -0.34766304 -0.3579675   0.11552523
 -0.30810437  0.04015921  0.09296864 -0.6148162   0.4587695  -0.07697912
 -0.09444194  0.11876253 -0.29396972 -0.2571504  -0.4853462   0.30494228
  0.3114402   0.11073072  0.38292852 -0.31470782 -0.06270046  0.2959265
  0.17378806  0.49099496  0.15495212 -0.20900048 -0.43430907  0.19704525
  0.21197045  0.3551211  -0.3020597   0.25839937 -0.01860198  0.1608342
  0.1326498   0.41599092 -0.02461132  0.3592322  -0.2563498   0.09482129
  0.22202374  0.09206516  0.40328288  0.21332158  0.26812536 -0.01844485
  0.12569371 -0.5058075  -0.330449   -0.42148656 -0.33733836  0.57704586
  0.05715265 -0.30094567 -0.04471447  0.5282288   0.30159718 -0.19271235
  0.15818429  0.26173237  0.21197785 -0.03059674 -0.07845674  0.41090292
  0.03449011 -0.20542085 -0.05474224  0.0905354 ]"
1085,"['okidata', 'printer', 'would', 'like', 'printer', 'driver', 'anyone', 'seen', 'thing', 'one', 'microsoft', 'bbs', 'print', 'windows', 'fonts', 'available', 'paradox', 'windows', 'ca', 'print', 'labels', 'unless', 'proper', 'printer', 'defined', 'thanks', 'bryan', 'ward', 'survey', 'research', 'center', 'university', 'utah']",comp.sys.ibm.pc.hardware,"[-0.55038184  0.7368279  -0.15266128  0.31565621  0.3876509   0.14516443
 -0.24100953  0.3247836  -0.31932756  0.6234254  -0.6340094  -0.412609
 -0.3032434  -0.06608018  0.07450767 -0.11286532  0.25365642 -0.32414404
  0.23312868 -0.31742042  0.23217656  0.275028    0.05539723 -0.08830313
  0.54439163  0.36282387 -0.27057263 -0.8569116  -0.19058272 -0.09435525
  1.1102791   0.0315368   0.01535167 -0.37916347 -0.38682613  0.13298014
 -0.33453414  0.02987344  0.08535454 -0.6770816   0.4959894  -0.08221832
 -0.11114869  0.140409   -0.32412127 -0.27662683 -0.5379289   0.33047825
  0.33359316  0.13682374  0.41339022 -0.35511175 -0.08245908  0.34041238
  0.19688639  0.54645306  0.17715226 -0.22265057 -0.4823847   0.22847123
  0.23894389  0.38791808 -0.3323902   0.28377718 -0.02833433  0.1844626
  0.1466266   0.44935    -0.03557479  0.39899167 -0.27457246  0.104894
  0.25116718  0.09889205  0.44671118  0.24044214  0.30121475 -0.02728268
  0.12595072 -0.5525952  -0.36670783 -0.44708464 -0.3704538   0.6483705
  0.05741016 -0.3138937  -0.05672099  0.58406824  0.34121954 -0.20930615
  0.18551408  0.29109287  0.23996098 -0.02583158 -0.0728741   0.4672882
  0.03341557 -0.23681194 -0.0647358   0.10291943]"
1086,"['program', 'run', 'loads', 'configuration', 'files', 'open', 'entry', 'file', 'menu', 'edit', 'four', 'files', 'need', 'edit', 'program', 'file', 'use', 'notepad', 'ascii', 'editor', 'wonder', 'whether', 'microsoft', 'intended', 'sysedit', 'used', 'holdover', 'testing', 'period', 'forgot', 'take', 'reason', 'think', 'absolutely', 'mention', 'manuals', 'program', 'online', 'help', 'entry', 'file', 'menu', 'program', 'looks', 'like', 'something', 'intended', 'internal', 'use', 'kind', 'shame', 'though', 'would', 'made', 'nice', 'replacement', 'notepad']",comp.sys.ibm.pc.hardware,"[-0.46626115  0.6300354  -0.13122237  0.2600534   0.32666337  0.13781644
 -0.19476761  0.240366   -0.26202542  0.5336649  -0.5440742  -0.32845306
 -0.25530997 -0.06278595  0.05385895 -0.10828751  0.22006337 -0.27406853
  0.19727382 -0.2516734   0.18378957  0.23184222  0.04127738 -0.06124968
  0.46921456  0.30077195 -0.21811111 -0.7375888  -0.16138934 -0.07742571
  0.94720346  0.04090635 -0.00757722 -0.32279703 -0.34012794  0.10719338
 -0.28885734  0.04091265  0.08848844 -0.5675381   0.4299032  -0.06728098
 -0.07720466  0.10796688 -0.2744065  -0.23609236 -0.45273116  0.28326973
  0.28959334  0.09564847  0.35622504 -0.29318747 -0.05682259  0.27423635
  0.16345502  0.45946288  0.14233704 -0.19175178 -0.40323642  0.17946759
  0.19570497  0.32936198 -0.279714    0.242661   -0.00943993  0.1485601
  0.12528741  0.38736388 -0.02066115  0.32682553 -0.23790544  0.07736936
  0.20300677  0.08455201  0.37534523  0.19708914  0.2537564  -0.01547453
  0.1211029  -0.46568072 -0.30769312 -0.39480892 -0.31524193  0.53357226
  0.05901033 -0.27892146 -0.03963828  0.49262252  0.28216907 -0.18477742
  0.14134704  0.24503477  0.19318365 -0.03164593 -0.07925014  0.38347888
  0.03405463 -0.18657875 -0.05213571  0.0834133 ]"
1087,"['trying', 'write', 'program', 'read', 'files', 'created', 'quattro', 'pro', 'would', 'anyone', 'know', 'find', 'information', 'regarding', 'format', 'quattro', 'pro', 'stores', 'files', 'thanks', 'advance']",comp.sys.ibm.pc.hardware,"[-0.6071204   0.82582784 -0.20484948  0.32203752  0.4314808   0.22143143
 -0.26742005  0.20056978 -0.29890895  0.70654386 -0.7115959  -0.36459902
 -0.3184742  -0.09342969  0.06838509 -0.156783    0.29562813 -0.33696592
  0.23385216 -0.23880911  0.2046828   0.30886802  0.02337231 -0.02664182
  0.6562023   0.37675512 -0.22556555 -0.98726463 -0.22128715 -0.0940002
  1.235659    0.07290084 -0.05529008 -0.4257459  -0.4960843   0.11717568
 -0.38223445  0.10041971  0.17214489 -0.6614235   0.57450885 -0.05993946
 -0.03284865  0.10456032 -0.3731575  -0.2739035  -0.56255126  0.3800357
  0.38345504  0.08809251  0.45594224 -0.35905182 -0.04687593  0.33351716
  0.2253942   0.60229146  0.16252862 -0.23665519 -0.49177113  0.18034239
  0.23962468  0.4269472  -0.34923974  0.34196246  0.05028008  0.15471394
  0.17048503  0.49816748 -0.0071373   0.38456804 -0.3114794   0.0445491
  0.24088936  0.10986295  0.45548463  0.23800996  0.30870155 -0.01880925
  0.20720345 -0.6100869  -0.39770305 -0.5549584  -0.40474215  0.6541521
  0.11537495 -0.37741214 -0.04765878  0.62159204  0.35308492 -0.2542623
  0.113999    0.31189895  0.22500464 -0.07905277 -0.17186008  0.46794438
  0.05394234 -0.18651704 -0.07659642  0.08110354]"
1088,"['possible', 'use', 'machine', 'uses', 'ndis', 'connect', 'token', 'ring', 'tried', 'older', 'versions', 'got', 'invalid', 'packet', 'class', 'error', 'something', 'like', 'regards']",comp.sys.ibm.pc.hardware,"[-0.39986956  0.532428   -0.10100723  0.23599079  0.28018296  0.08278077
 -0.16960074  0.2834723  -0.24839899  0.4526596  -0.45468765 -0.33002245
 -0.22339047 -0.046178    0.05412585 -0.07218599  0.18074015 -0.24885178
  0.18133019 -0.2701551   0.18365552  0.2021003   0.0527279  -0.08818251
  0.3785132   0.27487597 -0.22475801 -0.61282146 -0.1327484  -0.07200968
  0.8040321   0.01118487  0.03651943 -0.2713463  -0.26213968  0.10967465
 -0.24212429  0.00416395  0.03138803 -0.52525496  0.35336998 -0.06793766
 -0.11070213  0.11931023 -0.23338324 -0.2128349  -0.39972204  0.23462245
  0.23509492  0.12077276  0.30278888 -0.27352014 -0.06964614  0.26093838
  0.1386737   0.39309072  0.13795668 -0.1709848  -0.370507    0.18915373
  0.18186979  0.28286844 -0.24225444  0.19571261 -0.04867263  0.14998525
  0.10397242  0.32504    -0.03737257  0.31450692 -0.19673534  0.10216416
  0.19775918  0.06841162  0.34019524  0.17880103  0.22499545 -0.0304874
  0.07033188 -0.40326834 -0.26656508 -0.3056018  -0.26940605  0.49153125
  0.01958169 -0.2194073  -0.04956961  0.4284852   0.2490513  -0.14702243
  0.16535327  0.21073516  0.18963641 -0.0009074  -0.02203021  0.35279492
  0.0150003  -0.19465686 -0.04574157  0.08456589]"
1089,"['mean', 'disks', 'tapes', 'forgot', 'say', 'whether', 'looking', 'old', 'newer', 'sorry', 'use', 'work', 'think', 'would', 'appreciate']",comp.sys.ibm.pc.hardware,"[-0.4878029   0.6486048  -0.14680725  0.27549598  0.34934568  0.1399525
 -0.22124198  0.2720488  -0.27336797  0.55368215 -0.56161106 -0.36056694
 -0.27087647 -0.0692481   0.06626602 -0.0935059   0.2226007  -0.28039828
  0.20656385 -0.27307317  0.19635008  0.24287453  0.04382535 -0.07404919
  0.4870723   0.31843093 -0.2318377  -0.76410925 -0.16664314 -0.08895515
  0.979901    0.02056256  0.00934728 -0.33465058 -0.35016623  0.11092371
 -0.30462012  0.02798962  0.0770874  -0.58581764  0.43674242 -0.0703899
 -0.09889305  0.13143058 -0.29327804 -0.24006477 -0.47591823  0.29217854
  0.2882886   0.12294582  0.36187586 -0.3207487  -0.06730989  0.30519944
  0.17519227  0.48151243  0.1491643  -0.20061162 -0.4273732   0.20174374
  0.21106026  0.33724037 -0.2820602   0.2549238  -0.01530142  0.15388349
  0.12907885  0.3948707  -0.02620515  0.34863758 -0.24164224  0.09034339
  0.21586092  0.08849441  0.3934806   0.20526738  0.26912925 -0.03178765
  0.11836889 -0.49481905 -0.32501778 -0.39736566 -0.32195193  0.56962174
  0.05273066 -0.27663395 -0.05735766  0.509251    0.29623297 -0.19215086
  0.15279044  0.25793847  0.20783547 -0.02878056 -0.07011018  0.41749534
  0.02930968 -0.19996357 -0.05726784  0.08700532]"
1090,"['please', 'thanks']",comp.sys.ibm.pc.hardware,"[-0.82920945  1.145505   -0.40673965  0.3780949   0.5950935   0.39158073
 -0.43133962  0.00761604 -0.31125116  0.99903315 -0.9742669  -0.35463738
 -0.38908464 -0.12812449  0.09651434 -0.26863447  0.43199873 -0.39748487
  0.25217682 -0.07884963  0.20857659  0.44000515 -0.01851814  0.10709701
  0.9876417   0.47251707 -0.16779396 -1.4343543  -0.32675314 -0.1070243
  1.658852    0.11465595 -0.15187258 -0.58742166 -0.8040464   0.12500902
 -0.5565629   0.24520072  0.36968857 -0.71124905  0.81742585 -0.00798107
  0.13063008  0.053      -0.54446256 -0.26009744 -0.69948566  0.5312973
  0.51266736  0.0243864   0.5690445  -0.4313984   0.00466351  0.42420194
  0.36899966  0.8196982   0.17699897 -0.28679457 -0.5890791   0.092415
  0.2948711   0.56438166 -0.46325207  0.5431614   0.19913387  0.13708505
  0.2610065   0.6569778   0.01922292  0.4248594  -0.41012782 -0.09937109
  0.27236205  0.15139921  0.5330082   0.3116364   0.35019982 -0.00808446
  0.3792248  -0.8459766  -0.54721606 -0.84499884 -0.5119177   0.7962814
  0.26277757 -0.54812086 -0.06026269  0.81069255  0.4349661  -0.37403372
 -0.01586256  0.3959471   0.22813931 -0.21015373 -0.40839368  0.5759538
  0.08691455 -0.11778212 -0.13707992  0.05317149]"
1091,"['anybody', 'idea', 'could', 'find', 'program', 'convert', 'image', 'image', 'suitable', 'windows', 'wallpaper', 'colors', 'hopefully', 'something', 'get', 'ftp', 'site', 'somewhere', 'thanks', 'advance']",comp.sys.ibm.pc.hardware,"[-0.5571414   0.758187   -0.17756884  0.29975486  0.39543003  0.196894
 -0.24046795  0.20615187 -0.28500366  0.6484703  -0.653949   -0.34499627
 -0.29373568 -0.07480174  0.06239889 -0.14635698  0.27240303 -0.31135863
  0.21782789 -0.23674066  0.19179428  0.2783532   0.02860214 -0.03258454
  0.5938719   0.3498982  -0.218894   -0.9024097  -0.1998422  -0.0841872
  1.1384902   0.06822769 -0.04360184 -0.3890175  -0.44568825  0.11647966
 -0.3502314   0.07907308  0.14845589 -0.6333306   0.52998656 -0.05938651
 -0.03766286  0.09762406 -0.33789042 -0.25722757 -0.52495414  0.34176612
  0.3552497   0.08230425  0.4214118  -0.33289167 -0.05173175  0.31050646
  0.20221095  0.5564026   0.15950134 -0.2177685  -0.45900482  0.1709937
  0.22452888  0.3943766  -0.3320778   0.31291026  0.02818893  0.15466657
  0.1539132   0.4572118  -0.01075637  0.36196992 -0.28414878  0.05217878
  0.2267297   0.10503193  0.42817014  0.22274601  0.2944365  -0.01365348
  0.17702551 -0.5589669  -0.36786658 -0.5037332  -0.37857914  0.60868305
  0.09897736 -0.34918755 -0.03803323  0.5797345   0.32830626 -0.22894624
  0.11728676  0.28718376  0.20632116 -0.06175179 -0.1491892   0.43473092
  0.05047856 -0.19153678 -0.06599848  0.08131664]"
